"STATION","NAME","DATE","DAPR","EVAP","MDPR","MNPN","MXPN","PRCP","PSUN","SNOW","SNWD","TAVG","TMAX","TMIN","TOBS","TSUN","WESD","WESF"
"USW00054733","BEVERLY MUNICIPAL AIRPORT, MA US","2023-12-07",,,,,,"0.00",,,,,"28","16",,,,
"USW00054733","BEVERLY MUNICIPAL AIRPORT, MA US","2023-12-08",,,,,,"0.00",,,,,"42","18",,,,
"USW00054733","BEVERLY MUNICIPAL AIRPORT, MA US","2023-12-09",,,,,,"0.00",,,,,"50","32",,,,
"USW00054733","BEVERLY MUNICIPAL AIRPORT, MA US","2023-12-10",,,,,,"0.69",,,,,"61","43",,,,
"USW00054733","BEVERLY MUNICIPAL AIRPORT, MA US","2023-12-11",,,,,,"1.88",,,,,"61","35",,,,
"USW00054733","BEVERLY MUNICIPAL AIRPORT, MA US","2023-12-12",,,,,,"0.00",,,,,"42","28",,,,
"USW00054733","BEVERLY MUNICIPAL AIRPORT, MA US","2023-12-13",,,,,,"0.00",,,,,"43","28",,,,
"USW00054733","BEVERLY MUNICIPAL AIRPORT, MA US","2023-12-14",,,,,,"0.00",,,,,"34","24",,,,
"USW00054733","BEVERLY MUNICIPAL AIRPORT, MA US","2023-12-15",,,,,,"0.00",,,,,"53","29",,,,
"USW00054733","BEVERLY MUNICIPAL AIRPORT, MA US","2023-12-16",,,,,,"0.00",,,,,"50","31",,,,
"USW00054733","BEVERLY MUNICIPAL AIRPORT, MA US","2023-12-17",,,,,,"0.54",,,,,"54","39",,,,
"USW00054733","BEVERLY MUNICIPAL AIRPORT, MA US","2023-12-18",,,,,,"1.77",,,,,"60","44",,,,
"USW00054733","BEVERLY MUNICIPAL AIRPORT, MA US","2023-12-19",,,,,,"0.00",,,,,"47","32",,,,
"USW00054733","BEVERLY MUNICIPAL AIRPORT, MA US","2023-12-20",,,,,,"0.00",,,,,"42","27",,,,
"USW00054733","BEVERLY MUNICIPAL AIRPORT, MA US","2023-12-21",,,,,,"0.00",,,,,"34","21",,,,
"USW00054733","BEVERLY MUNICIPAL AIRPORT, MA US","2023-12-22",,,,,,"0.00",,,,,"35","16",,,,
"USW00054733","BEVERLY MUNICIPAL AIRPORT, MA US","2023-12-23",,,,,,"0.00",,,,,"41","16",,,,
"USW00054733","BEVERLY MUNICIPAL AIRPORT, MA US","2023-12-24",,,,,,"0.00",,,,,"46","33",,,,
"USW00054733","BEVERLY MUNICIPAL AIRPORT, MA US","2023-12-25",,,,,,"0.00",,,,,"50","31",,,,
"USW00054733","BEVERLY MUNICIPAL AIRPORT, MA US","2023-12-26",,,,,,"0.00",,,,,"48","31",,,,
"USW00054733","BEVERLY MUNICIPAL AIRPORT, MA US","2023-12-27",,,,,,"0.00",,,,,"52","39",,,,
"USW00054733","BEVERLY MUNICIPAL AIRPORT, MA US","2023-12-28",,,,,,"0.60",,,,,"44","40",,,,
"USW00054733","BEVERLY MUNICIPAL AIRPORT, MA US","2023-12-29",,,,,,"0.03",,,,,"45","38",,,,
"USW00054733","BEVERLY MUNICIPAL AIRPORT, MA US","2023-12-30",,,,,,"0.01",,,,,"44","33",,,,
"USW00054733","BEVERLY MUNICIPAL AIRPORT, MA US","2023-12-31",,,,,,"0.00",,,,,"37","27",,,,
"USW00054733","BEVERLY MUNICIPAL AIRPORT, MA US","2024-01-01",,,,,,"0.00",,,,,"35","20",,,,
"USW00054733","BEVERLY MUNICIPAL AIRPORT, MA US","2024-01-02",,,,,,"0.00",,,,,"38","18",,,,
"USW00054733","BEVERLY MUNICIPAL AIRPORT, MA US","2024-01-03",,,,,,"0.00",,,,,"42","22",,,,
"USW00054733","BEVERLY MUNICIPAL AIRPORT, MA US","2024-01-04",,,,,,"0.00",,,,,"44","20",,,,
"USW00054733","BEVERLY MUNICIPAL AIRPORT, MA US","2024-01-05",,,,,,"0.00",,,,,"32","18",,,,
"USW00054733","BEVERLY MUNICIPAL AIRPORT, MA US","2024-01-06",,,,,,"0.12",,,,,"36","29",,,,
"USW00054733","BEVERLY MUNICIPAL AIRPORT, MA US","2024-01-07",,,,,,"0.56",,,,,"33","22",,,,
"USW00054733","BEVERLY MUNICIPAL AIRPORT, MA US","2024-01-08",,,,,,"0.00",,,,,"34","17",,,,
"USW00054733","BEVERLY MUNICIPAL AIRPORT, MA US","2024-01-09",,,,,,"0.64",,,,,"42","11",,,,
"USW00054733","BEVERLY MUNICIPAL AIRPORT, MA US","2024-01-10",,,,,,"1.75",,,,,"55","41",,,,
"USW00054733","BEVERLY MUNICIPAL AIRPORT, MA US","2024-01-11",,,,,,"0.00",,,,,"44","34",,,,
"USW00054733","BEVERLY MUNICIPAL AIRPORT, MA US","2024-01-12",,,,,,"0.00",,,,,"47","30",,,,
"USW00054733","BEVERLY MUNICIPAL AIRPORT, MA US","2024-01-13",,,,,,"2.19",,,,,"60","38",,,,
"USW00054733","BEVERLY MUNICIPAL AIRPORT, MA US","2024-01-14",,,,,,"0.00",,,,,"39","24",,,,
"USW00054733","BEVERLY MUNICIPAL AIRPORT, MA US","2024-01-15",,,,,,"0.00",,,,,"31","20",,,,
"USW00054733","BEVERLY MUNICIPAL AIRPORT, MA US","2024-01-16",,,,,,"0.34",,,,,"33","22",,,,
"USW00054733","BEVERLY MUNICIPAL AIRPORT, MA US","2024-01-17",,,,,,"0.00",,,,,"26","16",,,,
"USW00054733","BEVERLY MUNICIPAL AIRPORT, MA US","2024-01-18",,,,,,"0.00",,,,,"28","14",,,,
"USW00054733","BEVERLY MUNICIPAL AIRPORT, MA US","2024-01-19",,,,,,"0.00",,,,,"28","16",,,,
"USW00054733","BEVERLY MUNICIPAL AIRPORT, MA US","2024-01-20",,,,,,"0.00",,,,,"19","11",,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2023-07-01",,,,,,"0.00",,"0.0",,,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2023-07-02",,,,,,"0.00",,,,,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2023-07-04","    2",,"0.71",,,,,,,,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2023-07-05",,,,,,"0.21",,,,,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2023-07-08","    3",,"0.00",,,,,,,,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2023-07-09",,,,,,"0.00",,"0.0",,,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2023-07-13","    4",,"1.83",,,,,,,,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2023-07-14",,,,,,"0.27",,,,,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2023-07-15",,,,,,"0.00",,"0.0",,,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2023-07-16",,,,,,"0.04",,,,,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2023-07-19","    3",,"2.06",,,,,,,,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2023-07-20",,,,,,"0.00",,"0.0",,,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2023-07-21",,,,,,"0.00",,"0.0",,,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2023-07-22",,,,,,"0.16",,,,,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2023-07-23",,,,,,"0.00",,"0.0",,,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2023-07-26","    3",,"0.89",,,,,,,,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2023-07-27",,,,,,"0.00",,"0.0",,,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2023-07-28",,,,,,"0.51",,,,,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2023-07-29",,,,,,"0.00",,"0.0",,,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2023-07-30",,,,,,"0.70",,,,,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2023-08-02","    3",,"0.02",,,,,,,,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2023-08-03",,,,,,"0.00",,"0.0",,,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2023-08-04",,,,,,"0.01",,,,,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2023-08-05",,,,,,"0.03",,,,,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2023-08-06",,,,,,"0.00",,"0.0",,,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2023-08-09","    3",,"2.60",,,,,,,,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2023-08-27","   18",,"2.61",,,,,,,,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2023-08-30","    3",,"0.28",,,,,,,,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2023-08-31",,,,,,"0.14",,,,,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2023-09-01",,,,,,"0.00",,"0.0",,,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2023-09-02",,,,,,"0.00",,"0.0",,,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2023-09-03",,,,,,"0.00",,"0.0",,,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2023-09-04",,,,,,"0.00",,"0.0",,,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2023-09-05",,,,,,"0.00",,"0.0",,,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2023-09-06",,,,,,"0.00",,"0.0",,,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2023-09-07",,,,,,"0.00",,"0.0",,,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2023-09-08",,,,,,"0.00",,"0.0",,,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2023-09-09",,,,,,"0.00",,"0.0",,,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2023-09-10",,,,,,"0.50",,,,,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2023-09-13","    3",,"1.49",,,,,,,,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2023-09-14",,,,,,"2.30",,,,,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2023-09-15",,,,,,"0.00",,"0.0",,,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2023-09-16",,,,,,"0.02",,,,,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2023-09-17",,,,,,"0.08",,,,,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2023-09-18",,,,,,"0.10",,,,,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2023-09-19",,,,,,"2.47",,,,,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2023-09-20",,,,,,"0.00",,"0.0",,,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2023-09-23","    3",,"0.00",,,,,,,,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2023-09-24",,,,,,"0.55",,,,,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2023-09-27","    3",,"1.41",,,,,,,,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2023-09-28",,,,,,"0.00",,"0.0",,,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2023-09-29",,,,,,"0.00",,"0.0",,,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2023-09-30",,,,,,"1.34",,,,,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2023-10-01",,,,,,"0.04",,,,,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2023-10-04","    3",,"0.00",,,,,,,,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2023-10-05",,,,,,"0.00",,"0.0",,,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2023-10-06",,,,,,"0.00",,"0.0",,,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2023-10-07",,,,,,"0.00",,"0.0",,,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2023-10-11","    4",,"0.49",,,,,,,,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2023-10-12",,,,,,"0.00",,"0.0",,,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2023-10-13",,,,,,"0.00",,"0.0",,,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2023-10-14",,,,,,"0.00",,"0.0",,,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2023-10-15",,,,,,"0.00",,"0.0",,,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2023-10-18","    3",,"0.02",,,,,,,,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2023-10-19",,,,,,"0.00",,"0.0",,,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2023-10-20",,,,,,"0.00",,"0.0",,,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2023-10-21",,,,,,"0.06",,,,,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2023-10-22",,,,,,"1.76",,,,,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2023-10-25","    3",,"0.00",,,,,,,,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2023-10-26",,,,,,"0.00",,"0.0",,,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2023-10-27",,,,,,"0.00",,"0.0",,,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2023-10-28",,,,,,"0.00",,"0.0",,,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2023-10-29",,,,,,"0.00",,"0.0",,,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2023-11-01","    3",,"0.82",,,,,,"0.0",,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2023-11-02",,,,,,"0.04",,"0.0",,,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2023-11-03",,,,,,"0.00",,"0.0",,,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2023-11-04",,,,,,"0.00",,"0.0",,,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2023-11-05",,,,,,"0.00",,"0.0",,,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2023-11-08","    3",,"0.17",,,,,,"0.0",,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2023-11-09",,,,,,"0.11",,"0.0",,,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2023-11-10",,,,,,"0.05",,"0.0",,,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2023-11-11",,,,,,"0.00",,"0.0",,,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2023-11-12",,,,,,"0.00",,"0.0",,,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2023-11-15","    3",,"0.00",,,,,,"0.0",,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2023-11-16",,,,,,"0.00",,"0.0",,,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2023-11-17",,,,,,"0.00",,"0.0",,,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2023-11-18",,,,,,"0.00",,"0.0",,,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2023-11-19",,,,,,"0.17",,"0.0",,,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2023-11-22","    3",,"0.54",,,,,,"0.0",,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2023-11-23",,,,,,"0.91",,"0.0",,,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2023-11-24",,,,,,"0.00",,"0.0",,,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2023-11-25",,,,,,"0.00",,"0.0",,,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2023-11-26",,,,,,"0.00",,"0.0",,,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2023-11-29","    3",,"0.28",,,,,,"0.0",,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2023-11-30",,,,,,"0.00",,"0.0",,,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2023-12-01",,,,,,"0.00",,"0.0",,,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2023-12-02",,,,,,"0.04",,"0.0",,,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2023-12-03",,,,,,"0.00",,"0.0",,,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2023-12-06","    3",,"0.62",,,,,,"0.0",,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2023-12-07",,,,,,"0.00",,"0.0",,,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2023-12-08",,,,,,"0.00",,"0.0",,,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2023-12-09",,,,,,"0.00",,"0.0",,,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2023-12-10",,,,,,"0.00",,"0.0",,,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2023-12-13","    3",,"3.34",,,,,,"0.0",,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2023-12-20","    7",,"4.94",,,,,,"0.0",,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2023-12-21",,,,,,"0.00",,"0.0",,,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2023-12-22",,,,,,"0.00",,"0.0",,,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2023-12-23",,,,,,"0.00",,"0.0",,,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2023-12-24",,,,,,"0.00",,"0.0",,,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2023-12-25",,,,,,"0.05",,"0.0",,,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2023-12-26",,,,,,"0.00",,"0.0",,,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2023-12-27",,,,,,"0.00",,"0.0",,,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2023-12-28",,,,,,"0.38",,"0.0",,,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2023-12-29",,,,,,"0.32",,"0.0",,,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2023-12-30",,,,,,"0.05",,"0.0",,,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2023-12-31",,,,,,"0.00",,"0.0",,,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2024-01-01",,,,,,"0.00",,"0.0",,,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2024-01-02",,,,,,"0.00",,"0.0",,,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2024-01-03",,,,,,"0.00",,"0.0",,,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2024-01-04",,,,,,"0.00",,"0.0",,,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2024-01-05",,,,,,"0.00",,"0.0",,,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2024-01-06",,,,,,"0.00",,"0.0",,,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2024-01-07",,,,,,"0.61",,"4.0",,,,,,,,"0.6"
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2024-01-10","    3",,"3.64",,,,,,"0.0",,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2024-01-11",,,,,,"0.00",,"0.0",,,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2024-01-12",,,,,,"0.00",,"0.0",,,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2024-01-13",,,,,,"0.95",,"0.0",,,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2024-01-14",,,,,,"0.37",,"0.0",,,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2024-01-15",,,,,,"0.00",,"0.0",,,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2024-01-17","    2",,"0.53",,,,,,"2.0",,,,,,"0.3",
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2024-01-18",,,,,,"0.00",,"0.0",,,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2024-01-19",,,,,,"0.00",,"0.0",,,,,,,,
"US1MANF0067","BELLINGHAM 3.6 SSW, MA US","2024-01-20",,,,,,"0.00",,"0.0",,,,,,,,
"US1MANF0068","QUINCY 1.5 SSE, MA US","2023-07-01",,,,,,"0.00",,"0.0",,,,,,,,
"US1MANF0068","QUINCY 1.5 SSE, MA US","2023-07-02",,,,,,"0.02",,,,,,,,,,
"US1MANF0068","QUINCY 1.5 SSE, MA US","2023-07-04",,,,,,"0.53",,,,,,,,,,
"US1MANF0068","QUINCY 1.5 SSE, MA US","2023-07-05",,,,,,"0.21",,,,,,,,,,
"US1MANF0068","QUINCY 1.5 SSE, MA US","2023-07-06",,,,,,"0.00",,"0.0",,,,,,,,
"US1MANF0068","QUINCY 1.5 SSE, MA US","2023-07-07",,,,,,"0.00",,"0.0",,,,,,,,
"US1MANF0068","QUINCY 1.5 SSE, MA US","2023-07-08",,,,,,"0.00",,"0.0",,,,,,,,
"US1MANF0068","QUINCY 1.5 SSE, MA US","2023-07-09",,,,,,"0.00",,"0.0",,,,,,,,
"US1MANF0068","QUINCY 1.5 SSE, MA US","2023-07-10",,,,,,"0.00",,"0.0",,,,,,,,
"US1MANF0068","QUINCY 1.5 SSE, MA US","2023-07-11",,,,,,"0.55",,,,,,,,,,
"US1MANF0068","QUINCY 1.5 SSE, MA US","2023-07-12",,,,,,"0.01",,,,,,,,,,
"US1MANF0068","QUINCY 1.5 SSE, MA US","2023-07-13",,,,,,"0.00",,"0.0",,,,,,,,
"US1MANF0068","QUINCY 1.5 SSE, MA US","2023-07-14",,,,,,"0.27",,,,,,,,,,
"US1MANF0068","QUINCY 1.5 SSE, MA US","2023-07-15",,,,,,"0.06",,,,,,,,,,
"US1MANF0068","QUINCY 1.5 SSE, MA US","2023-07-16",,,,,,"0.23",,,,,,,,,,
"US1MANF0068","QUINCY 1.5 SSE, MA US","2023-07-17",,,,,,"2.75",,,,,,,,,,
"US1MANF0068","QUINCY 1.5 SSE, MA US","2023-07-18",,,,,,"0.01",,,,,,,,,,
"US1MANF0068","QUINCY 1.5 SSE, MA US","2023-07-19",,,,,,"0.00",,"0.0",,,,,,,,
"US1MANF0068","QUINCY 1.5 SSE, MA US","2023-07-20",,,,,,"0.00",,"0.0",,,,,,,,
"US1MANF0068","QUINCY 1.5 SSE, MA US","2023-07-21",,,,,,"0.00",,"0.0",,,,,,,,
"US1MANF0068","QUINCY 1.5 SSE, MA US","2023-07-22",,,,,,"1.25",,,,,,,,,,
"US1MANF0068","QUINCY 1.5 SSE, MA US","2023-07-24",,,,,,"0.00",,"0.0",,,,,,,,
"US1MANF0068","QUINCY 1.5 SSE, MA US","2023-07-25",,,,,,"0.00",,"0.0",,,,,,,,
"US1MANF0068","QUINCY 1.5 SSE, MA US","2023-07-26",,,,,,"1.03",,,,,,,,,,
"US1MANF0068","QUINCY 1.5 SSE, MA US","2023-07-27",,,,,,"0.01",,,,,,,,,,
"US1MANF0068","QUINCY 1.5 SSE, MA US","2023-07-28",,,,,,"0.24",,,,,,,,,,
"US1MANF0068","QUINCY 1.5 SSE, MA US","2023-07-30","    2",,"1.45",,,,,,,,,,,,,
"US1MANF0068","QUINCY 1.5 SSE, MA US","2023-07-31",,,,,,"0.02",,,,,,,,,,
"US1MANF0068","QUINCY 1.5 SSE, MA US","2023-08-02","    2",,"0.02",,,,,,,,,,,,,
"US1MANF0068","QUINCY 1.5 SSE, MA US","2023-08-03",,,,,,"0.00",,"0.0",,,,,,,,
"US1MANF0068","QUINCY 1.5 SSE, MA US","2023-08-04",,,,,,"0.05",,,,,,,,,,
"US1MANF0068","QUINCY 1.5 SSE, MA US","2023-08-05",,,,,,"0.01",,,,,,,,,,
"US1MANF0068","QUINCY 1.5 SSE, MA US","2023-08-06",,,,,,"0.00",,"0.0",,,,,,,,
"US1MANF0068","QUINCY 1.5 SSE, MA US","2023-08-07",,,,,,"0.00",,"0.0",,,,,,,,
"US1MANF0068","QUINCY 1.5 SSE, MA US","2023-08-16","    9",,"1.05",,,,,,,,,,,,,
"US1MANF0068","QUINCY 1.5 SSE, MA US","2023-08-25","    9",,"2.77",,,,,,,,,,,,,
"US1MANF0068","QUINCY 1.5 SSE, MA US","2023-08-26",,,,,,"0.51",,,,,,,,,,
"US1MANF0068","QUINCY 1.5 SSE, MA US","2023-08-28","    2",,"0.02",,,,,,,,,,,,,
"US1MANF0068","QUINCY 1.5 SSE, MA US","2023-08-29",,,,,,"0.00",,"0.0",,,,,,,,
"US1MANF0068","QUINCY 1.5 SSE, MA US","2023-08-30",,,,,,"0.34",,,,,,,,,,
"US1MANF0068","QUINCY 1.5 SSE, MA US","2023-09-01","    2",,"0.05",,,,,,,,,,,,,
"US1MANF0068","QUINCY 1.5 SSE, MA US","2023-09-02",,,,,,"0.00",,"0.0",,,,,,,,
"US1MANF0068","QUINCY 1.5 SSE, MA US","2023-09-03",,,,,,"0.00",,"0.0",,,,,,,,
"US1MANF0068","QUINCY 1.5 SSE, MA US","2023-09-04",,,,,,"0.00",,"0.0",,,,,,,,
"US1MANF0068","QUINCY 1.5 SSE, MA US","2023-09-05",,,,,,"0.00",,"0.0",,,,,,,,
"US1MANF0068","QUINCY 1.5 SSE, MA US","2023-09-06",,,,,,"0.00",,"0.0",,,,,,,,
"US1MANF0068","QUINCY 1.5 SSE, MA US","2023-09-07",,,,,,"0.00",,"0.0",,,,,,,,
"US1MANF0068","QUINCY 1.5 SSE, MA US","2023-09-08",,,,,,"0.00",,"0.0",,,,,,,,
"US1MANF0068","QUINCY 1.5 SSE, MA US","2023-09-09",,,,,,"0.00",,"0.0",,,,,,,,
"US1MANF0068","QUINCY 1.5 SSE, MA US","2023-09-10",,,,,,"0.60",,,,,,,,,,
"US1MANF0068","QUINCY 1.5 SSE, MA US","2023-09-11",,,,,,"0.14",,,,,,,,,,
"US1MANF0068","QUINCY 1.5 SSE, MA US","2023-09-12",,,,,,"0.00",,"0.0",,,,,,,,
"US1MANF0068","QUINCY 1.5 SSE, MA US","2023-09-13",,,,,,"0.02",,,,,,,,,,
"US1MANF0068","QUINCY 1.5 SSE, MA US","2023-09-14",,,,,,"1.50",,,,,,,,,,
"US1MANF0068","QUINCY 1.5 SSE, MA US","2023-09-15",,,,,,"0.01",,,,,,,,,,
